sample_id,label,fold,n_red_polygons,out_of_range_vertices,mask_area,area_ratio,bbox_x0,bbox_y0,bbox_x1,bbox_y1,bbox_width,bbox_height,bbox_max_side,upsample_factor,context_box_width,context_box_height
MR0404,3,2,5,0,18816,0.12760416666666666,138,48,322,354,184,306,306,1.2549019607843137,258,384
MR0435,0,3,4,0,11586,0.07857259114583333,77,78,267,359,190,281,281,1.3665480427046264,266,363
MR0436,2,3,2,0,2906,0.019707573784722224,137,180,312,255,175,75,175,2.1942857142857144,245,105
MR0437,2,1,3,0,6333,0.042948404947916664,147,173,318,256,171,83,171,2.245614035087719,241,117
MR0470,1,1,8,0,29359,0.1991034613715278,96,24,336,355,240,331,331,1.1601208459214503,336,384
MR0471,4,5,5,0,19134,0.1297607421875,49,37,281,363,232,326,326,1.177914110429448,326,384
MR0472,2,2,8,0,19571,0.1327243381076389,73,34,323,363,250,329,329,1.1671732522796352,350,384
MR0473,2,2,7,0,28375,0.19243028428819445,95,24,336,353,241,329,329,1.1671732522796352,338,384
MR0474,4,1,9,0,27920,0.18934461805555555,49,20,290,360,241,340,340,1.1294117647058823,339,384
MR0475,3,4,8,0,10953,0.07427978515625,65,42,316,363,251,321,321,1.1962616822429906,353,384
MR0476,1,2,6,0,21785,0.1477389865451389,105,32,320,356,215,324,324,1.1851851851851851,301,384
MR0477,3,3,6,0,20995,0.14238145616319445,77,32,292,356,215,324,324,1.1851851851851851,301,384
MR0478,3,5,4,0,1802,0.012220594618055556,127,68,260,339,133,271,271,1.4169741697416973,187,371
MR0479,1,5,7,0,12893,0.0874362521701389,103,26,325,354,222,328,328,1.170731707317073,312,384
MR0480,2,3,4,0,10117,0.06861029730902778,86,60,268,355,182,295,295,1.3016949152542372,256,383
MR0481,2,3,4,0,4174,0.028306749131944444,140,71,240,358,100,287,287,1.3379790940766552,140,371
MR0482,1,5,6,0,13737,0.09315999348958333,98,76,308,367,210,291,291,1.3195876288659794,294,367
MR0483,3,2,5,0,14367,0.09743245442708333,75,28,272,353,197,325,325,1.1815384615384616,277,384
MR0484,2,5,6,0,16732,0.11347113715277778,74,44,317,360,243,316,316,1.2151898734177216,341,384
MR0485,2,5,5,0,23400,0.15869140625,97,40,336,358,239,318,318,1.2075471698113207,335,384
MR0486,3,2,6,0,17043,0.11558024088541667,48,49,280,357,232,308,308,1.2467532467532467,326,384
MR0487,3,2,5,0,11748,0.07967122395833333,48,33,328,280,280,247,280,1.3714285714285714,384,330
MR0488,0,2,4,0,16066,0.10895453559027778,89,146,336,357,247,211,247,1.5546558704453441,345,281
MR0489,1,2,5,0,15856,0.10753038194444445,48,65,290,357,242,292,292,1.3150684931506849,339,378
MR0490,2,1,5,0,12707,0.08617485894097222,54,175,327,361,273,186,273,1.4065934065934067,382,247
MR0491,0,3,6,0,18147,0.12306722005208333,94,125,336,358,242,233,242,1.5867768595041323,339,306
MR0492,4,4,3,0,11011,0.0746731228298611,48,164,294,310,246,146,246,1.5609756097560976,344,206
MR0493,0,2,5,0,15065,0.10216606987847222,54,161,330,360,276,199,276,1.391304347826087,384,263
MR0494,0,4,5,0,17324,0.11748589409722222,86,145,336,359,250,214,250,1.536,348,282
MR0495,2,1,4,0,15444,0.104736328125,48,165,294,357,246,192,246,1.5609756097560976,344,258
MR0496,2,3,3,0,11949,0.08103434244791667,54,171,331,354,277,183,277,1.3862815884476534,384,250
MR0469,2,4,6,0,7922,0.05372450086805555,70,83,323,359,253,276,276,1.391304347826087,355,357
MR0468,2,3,4,0,19877,0.1347995334201389,62,40,284,355,222,315,315,1.2190476190476192,312,384
MR0467,2,2,5,0,14998,0.1017116970486111,80,74,336,356,256,282,282,1.3617021276595744,356,367
MR0466,3,4,5,0,12244,0.0830349392361111,74,58,311,363,237,305,305,1.259016393442623,333,384
MR0438,2,2,4,0,9675,0.06561279296875,48,168,252,352,204,184,204,1.8823529411764706,286,253
MR0439,3,3,4,0,5989,0.04061550564236111,132,177,316,359,184,182,184,2.0869565217391304,258,244
MR0440,1,2,4,0,10793,0.07319471571180555,97,118,314,353,217,235,235,1.6340425531914893,305,313
MR0441,2,2,8,0,13116,0.08894856770833333,63,29,282,353,219,324,324,1.1851851851851851,307,384
MR0442,2,1,6,0,9348,0.06339518229166667,64,159,321,362,257,203,257,1.4941634241245136,361,266
MR0443,2,3,4,0,13152,0.08919270833333333,63,101,293,360,230,259,259,1.4826254826254825,322,335
MR0444,2,2,3,0,9180,0.062255859375,132,159,305,360,173,201,201,1.9104477611940298,243,266
MR0445,2,4,5,0,28081,0.1904364691840278,66,48,334,361,268,313,313,1.2268370607028753,372,384
MR0446,3,3,6,0,28147,0.1908840603298611,94,42,336,359,242,317,317,1.2113564668769716,339,384
MR0447,4,5,6,0,32447,0.22004530164930555,48,42,311,364,263,322,322,1.1925465838509317,364,384
MR0448,4,2,5,0,30312,0.20556640625,85,80,336,364,251,284,284,1.352112676056338,350,361
MR0449,4,1,5,0,28033,0.19011094835069445,48,83,301,360,253,277,277,1.3862815884476534,352,357
MR0450,4,5,5,0,28530,0.1934814453125,50,79,333,361,283,282,283,1.3568904593639577,384,362
MR0375,4,1,3,0,7857,0.05328369140625,97,161,271,314,174,153,174,2.206896551724138,244,215
MR0451,3,4,5,0,26618,0.1805148654513889,50,37,328,352,278,315,315,1.2190476190476192,384,384
MR0453,4,4,6,0,30504,0.20686848958333334,48,55,300,357,252,302,302,1.271523178807947,351,384
MR0454,4,1,4,0,28618,0.19407823350694445,50,87,332,357,282,270,282,1.3617021276595744,384,351
MR0455,3,3,5,0,27725,0.1880221896701389,73,81,336,363,263,282,282,1.3617021276595744,364,360
MR0456,4,3,5,0,29138,0.1976047092013889,48,83,303,358,255,275,275,1.3963636363636365,354,356
MR0457,4,4,5,0,24463,0.1659003363715278,48,78,332,359,284,281,284,1.352112676056338,384,363
MR0458,2,1,5,0,24345,0.16510009765625,84,86,336,357,252,271,271,1.4169741697416973,351,353
MR0459,3,3,5,0,24087,0.16335042317708334,48,53,295,351,247,298,298,1.2885906040268456,345,384
MR0460,3,2,7,0,21283,0.14433458116319445,55,45,333,360,278,315,315,1.2190476190476192,384,384
MR0461,2,4,5,0,26985,0.18300374348958334,71,59,336,357,265,298,298,1.2885906040268456,366,384
MR0462,4,1,5,0,23450,0.1590304904513889,48,67,314,359,266,292,292,1.3150684931506849,368,376
MR0463,4,3,4,0,5565,0.037740071614583336,77,89,234,361,157,272,272,1.411764705882353,221,350
MR0464,2,3,6,0,20667,0.14015706380208334,82,65,336,362,254,297,297,1.292929292929293,353,379
MR0465,4,2,4,0,16278,0.11039225260416667,80,52,289,356,209,304,304,1.263157894736842,293,384
MR0452,3,2,5,0,26045,0.1766289605034722,90,74,336,352,246,278,278,1.381294964028777,344,366
MR0374,4,4,5,0,6625,0.044928656684027776,169,71,335,354,166,283,283,1.3568904593639577,234,370
MR0373,0,3,1,0,117,0.00079345703125,120,208,134,228,14,20,20,19.2,20,28
MR0372,2,1,7,0,7126,0.04832628038194445,71,178,275,351,204,173,204,1.8823529411764706,286,241
MR0283,2,2,6,0,17094,0.11592610677083333,48,36,331,319,283,283,283,1.3568904593639577,384,376
MR0284,2,5,5,0,18909,0.12823486328125,72,37,336,338,264,301,301,1.2757475083056478,365,384
MR0285,3,1,9,0,19556,0.1326226128472222,48,38,307,366,259,328,328,1.170731707317073,359,384
MR0286,1,4,5,0,14363,0.09740532769097222,48,191,336,348,288,157,288,1.3333333333333333,384,221
MR0287,3,5,8,0,19799,0.1342705620659722,75,51,336,346,261,295,295,1.3016949152542372,362,384
MR0288,3,3,5,0,20587,0.1396145290798611,48,37,318,339,270,302,302,1.271523178807947,372,384
MR0289,2,1,7,0,21453,0.14548746744791666,48,47,334,331,286,284,286,1.3426573426573427,384,384
MR0290,4,4,6,0,24371,0.1652764214409722,68,37,336,355,268,318,318,1.2075471698113207,370,384
MR0291,3,4,4,0,17300,0.11732313368055555,48,163,304,342,256,179,256,1.5,356,251
MR0292,3,5,7,0,19369,0.1313544379340278,48,50,330,361,282,311,311,1.234726688102894,384,384
MR0293,3,2,8,0,22615,0.15336778428819445,73,52,336,359,263,307,307,1.250814332247557,364,384
MR0294,3,3,7,0,21673,0.1469794379340278,48,52,314,360,266,308,308,1.2467532467532467,368,384
MR0295,2,5,4,0,14758,0.10008409288194445,48,188,333,319,285,131,285,1.3473684210526315,384,185
MR0297,2,4,4,0,22844,0.15492078993055555,71,143,335,366,264,223,264,1.4545454545454546,366,286
MR0298,3,4,4,0,17132,0.1161838107638889,53,178,333,361,280,183,280,1.3714285714285714,384,243
MR0299,2,3,4,0,22222,0.1507025824652778,81,182,336,356,255,174,255,1.5058823529411764,354,237
MR0300,4,5,4,0,17618,0.1194797092013889,48,87,312,333,264,246,264,1.4545454545454546,365,346
MR0301,3,4,4,0,16807,0.1139797634548611,54,180,336,345,282,165,282,1.3617021276595744,384,231
MR0302,1,3,5,0,18881,0.1280449761284722,48,137,319,347,271,210,271,1.4169741697416973,374,289
MR0303,2,1,4,0,23207,0.1573825412326389,75,148,336,356,261,208,261,1.471264367816092,362,278
MR0304,3,5,5,0,25892,0.1755913628472222,71,43,322,329,251,286,286,1.3426573426573427,353,384
MR0305,4,3,6,0,19268,0.1306694878472222,108,48,336,332,228,284,284,1.352112676056338,320,384
MR0306,4,2,6,0,22845,0.15492757161458334,48,45,276,327,228,282,282,1.3617021276595744,320,384
MR0307,4,2,8,0,17744,0.1203342013888889,71,69,323,361,252,292,292,1.3150684931506849,354,374
MR0308,4,5,5,0,16238,0.11012098524305555,130,76,334,348,204,272,272,1.411764705882353,286,363
MR0309,4,2,5,0,14603,0.0990329318576389,48,52,246,340,198,288,288,1.3333333333333333,278,384
MR0282,3,4,9,0,16557,0.11228434244791667,49,75,312,340,263,265,265,1.4490566037735848,365,362
MR0281,2,1,4,0,15458,0.1048312717013889,76,93,336,325,260,232,260,1.476923076923077,360,326
MR0280,2,2,4,0,15438,0.10469563802083333,48,186,336,319,288,133,288,1.3333333333333333,384,187
MR0279,3,4,7,0,20573,0.1395195855034722,48,40,308,340,260,300,300,1.28,360,384
MR0251,3,3,5,0,14393,0.09760877821180555,88,182,336,356,248,174,248,1.5483870967741935,346,237
MR0252,3,4,4,0,13651,0.09257676866319445,51,186,284,327,233,141,233,1.648068669527897,327,199
MR0253,3,5,5,0,15527,0.10529920789930555,52,39,322,321,270,282,282,1.3617021276595744,376,378
MR0254,4,2,8,0,18015,0.12217203776041667,92,74,336,359,244,285,285,1.3473684210526315,341,367
MR0255,4,5,5,0,15733,0.10669623480902778,48,68,282,332,234,264,264,1.4545454545454546,328,369
MR0256,4,1,3,0,17379,0.11785888671875,57,43,330,330,273,287,287,1.3379790940766552,382,384
MR0257,4,5,5,0,20007,0.13568115234375,89,51,336,372,247,321,321,1.1962616822429906,345,384
MR0258,4,4,4,0,18293,0.1240573459201389,48,39,292,339,244,300,300,1.28,341,384
MR0259,4,4,7,0,15220,0.10321723090277778,58,63,330,355,272,292,292,1.3150684931506849,381,380
MR0260,4,2,7,0,14070,0.09541829427083333,103,66,336,357,233,291,291,1.3195876288659794,327,377
MR0261,4,1,5,0,12681,0.08599853515625,50,84,278,335,228,251,251,1.5298804780876494,320,351
MR0262,3,2,5,0,14456,0.09803602430555555,57,70,323,317,266,247,266,1.443609022556391,374,347
MR0263,4,5,5,0,15744,0.10677083333333333,105,65,336,314,231,249,249,1.5421686746987953,325,349
MR0310,3,2,5,0,16317,0.11065673828125,71,56,328,329,257,273,273,1.4065934065934067,361,383
MR0264,4,1,6,0,13197,0.08949788411458333,48,68,282,317,234,249,249,1.5421686746987953,328,349
MR0266,3,3,4,0,18022,0.1222195095486111,78,131,336,342,258,211,258,1.4883720930232558,358,296
MR0267,3,2,4,0,16859,0.11433241102430555,48,98,304,336,256,238,256,1.5,356,334
MR0268,4,4,5,0,22431,0.15211995442708334,48,129,336,357,288,228,288,1.3333333333333333,384,301
MR0269,4,1,4,0,22566,0.15303548177083334,74,115,336,339,262,224,262,1.465648854961832,363,314
MR0270,4,2,5,0,15784,0.10704210069444445,48,170,298,310,250,140,250,1.536,348,196
MR0271,3,1,6,0,19090,0.1294623480902778,48,125,334,362,286,237,286,1.3426573426573427,384,307
MR0272,3,3,5,0,18148,0.1230740017361111,75,126,336,322,261,196,261,1.471264367816092,362,276
MR0273,3,5,5,0,12221,0.08287896050347222,48,177,311,315,263,138,263,1.4600760456273765,364,194
MR0274,2,2,6,0,14564,0.09876844618055555,49,73,332,333,283,260,283,1.3568904593639577,384,363
MR0275,3,4,6,0,17572,0.1191677517361111,48,65,301,347,253,282,282,1.3617021276595744,352,376
MR0276,3,2,3,0,18935,0.1284111870659722,66,182,336,333,270,151,270,1.4222222222222223,372,213
MR0277,3,4,6,0,18660,0.12654622395833334,48,41,334,333,286,292,292,1.3150684931506849,384,384
MR0278,3,4,6,0,17581,0.1192287868923611,73,82,336,333,263,251,263,1.4600760456273765,364,353
MR0265,3,3,8,0,18250,0.12376573350694445,48,72,334,360,286,288,288,1.3333333333333333,384,370
MR0249,3,1,5,0,16177,0.1097073025173611,48,91,262,357,214,266,266,1.443609022556391,300,347
MR0311,3,5,5,0,13972,0.0947536892361111,139,62,336,341,197,279,279,1.3763440860215055,277,378
MR0313,3,1,9,0,14265,0.09674072265625,64,67,328,333,264,266,266,1.443609022556391,370,371
MR0345,4,2,5,0,16558,0.11229112413194445,48,83,255,353,207,270,270,1.4222222222222223,291,355
MR0346,1,1,3,0,14950,0.10138617621527778,70,196,316,361,246,165,246,1.5609756097560976,346,221
MR0347,3,3,4,0,16360,0.11094835069444445,129,104,336,353,207,249,249,1.5421686746987953,291,330
MR0348,4,4,5,0,19481,0.1321139865451389,48,72,281,361,233,289,289,1.328719723183391,327,370
MR0349,2,1,5,0,19388,0.13148328993055555,66,97,311,365,245,268,268,1.4328358208955223,343,341
MR0350,3,1,5,0,17303,0.1173434787326389,137,76,336,364,199,288,288,1.3333333333333333,279,366
MR0351,3,3,6,0,16170,0.10965983072916667,48,84,247,357,199,273,273,1.4065934065934067,279,355
MR0352,2,1,5,0,14892,0.10099283854166667,64,85,301,311,237,226,237,1.620253164556962,333,318
MR0353,3,1,6,0,15273,0.10357666015625,135,77,336,359,201,282,282,1.3617021276595744,283,364
MR0354,3,4,4,0,12089,0.08198377821180555,48,93,277,355,229,262,262,1.465648854961832,321,344
MR0355,2,3,4,0,16947,0.11492919921875,52,53,326,301,274,248,274,1.4014598540145986,381,348
MR0356,4,5,4,0,20420,0.1384819878472222,94,59,336,334,242,275,275,1.3963636363636365,339,380
MR0357,4,5,3,0,15742,0.10675726996527778,58,52,283,304,225,252,252,1.5238095238095237,315,354
MR0358,3,4,4,0,17218,0.11676703559027778,58,55,328,318,270,263,270,1.4222222222222223,378,369
MR0359,3,2,4,0,20408,0.1384006076388889,89,62,336,333,247,271,271,1.4169741697416973,345,377
MR0360,3,5,4,0,15165,0.10284423828125,48,49,286,304,238,255,255,1.5058823529411764,334,355
MR0361,3,4,4,0,17545,0.1189846462673611,56,54,323,310,267,256,267,1.4382022471910112,375,360
MR0362,3,1,4,0,17725,0.1202053493923611,97,55,336,319,239,264,264,1.4545454545454546,335,370
MR0363,3,1,4,0,15405,0.10447184244791667,48,52,291,304,243,252,252,1.5238095238095237,340,354
MR0364,0,1,2,0,808,0.005479600694444444,146,208,245,252,99,44,99,3.878787878787879,139,62
MR0365,1,4,4,0,5068,0.034369574652777776,147,194,308,317,161,123,161,2.3850931677018634,227,173
MR0366,1,5,4,0,1923,0.013041178385416666,78,175,271,254,193,79,193,1.9896373056994818,271,111
MR0367,1,2,2,0,1062,0.0072021484375,141,203,239,255,98,52,98,3.9183673469387754,138,74
MR0368,2,3,3,0,1416,0.009602864583333334,75,171,270,254,195,83,195,1.9692307692307693,273,117
MR0369,2,1,3,0,4814,0.032647026909722224,134,189,303,297,169,108,169,2.272189349112426,237,152
MR0370,0,2,4,0,4142,0.028089735243055556,73,204,314,274,241,70,241,1.5933609958506223,339,98
MR0371,1,3,4,0,5300,0.035942925347222224,130,199,315,357,185,158,185,2.075675675675676,259,217
MR0344,4,3,6,0,16305,0.11057535807291667,99,99,336,357,237,258,258,1.4883720930232558,333,337
MR0343,3,1,7,0,15637,0.1060451931423611,62,76,313,358,251,282,282,1.3617021276595744,353,365
MR0342,3,4,5,0,15370,0.10423448350694445,48,85,260,359,212,274,274,1.4014598540145986,298,354
MR0341,4,3,6,0,16376,0.1110568576388889,107,77,336,354,229,277,277,1.3862815884476534,321,363
MR0314,3,3,6,0,16976,0.11512586805555555,53,52,276,345,223,293,293,1.310580204778157,313,384
MR0315,3,2,4,0,11490,0.07792154947916667,126,89,333,307,207,218,218,1.761467889908257,291,306
MR0316,3,3,7,0,9683,0.06566704644097222,75,67,279,360,204,293,293,1.310580204778157,286,376
MR0317,4,5,3,0,15836,0.1073947482638889,114,67,307,352,193,285,285,1.3473684210526315,271,374
MR0318,3,4,4,0,21278,0.14430067274305555,56,38,285,342,229,304,304,1.263157894736842,321,384
MR0319,3,3,8,0,22654,0.1536322699652778,66,55,320,329,254,274,274,1.4014598540145986,356,384
MR0320,3,1,4,0,15920,0.10796440972222222,123,42,336,333,213,291,291,1.3195876288659794,299,384
MR0321,3,3,4,0,20947,0.1420559353298611,50,41,282,334,232,293,293,1.310580204778157,326,384
MR0322,1,5,2,0,3534,0.023966471354166668,49,191,326,275,277,84,277,1.3862815884476534,382,118
MR0323,2,2,3,0,15022,0.10187445746527778,69,186,298,361,229,175,229,1.6768558951965065,321,233
MR0324,2,5,3,0,9513,0.06451416015625,121,10,303,333,182,323,323,1.1888544891640866,256,384
MR0325,1,2,3,0,6741,0.04571533203125,54,192,336,362,282,170,282,1.3617021276595744,384,226
MR0312,3,2,5,0,16045,0.10881212022569445,52,56,271,332,219,276,276,1.391304347826087,307,384
MR0326,3,5,3,0,21575,0.14631483289930555,76,143,320,359,244,216,244,1.5737704918032787,342,285
MR0328,1,5,7,0,13777,0.09343126085069445,52,15,329,362,277,347,347,1.106628242074928,384,384
MR0329,2,5,6,0,22933,0.1555243598090278,78,111,315,357,237,246,246,1.5609756097560976,333,323
MR0330,2,4,4,0,11178,0.0758056640625,72,4,302,355,230,351,351,1.0940170940170941,322,384
MR0331,0,5,3,0,9890,0.06707085503472222,48,186,321,361,273,175,273,1.4065934065934067,376,233
MR0332,1,3,3,0,18272,0.12391493055555555,63,164,285,360,222,196,222,1.7297297297297298,312,260
MR0333,2,1,5,0,13624,0.09239366319444445,82,2,308,356,226,354,354,1.0847457627118644,318,384
MR0334,1,1,3,0,4032,0.02734375,183,196,332,353,149,157,157,2.445859872611465,209,220
MR0335,2,2,4,0,11825,0.08019341362847222,111,11,307,350,196,339,339,1.1327433628318584,276,384
MR0336,1,3,3,0,16908,0.11466471354166667,61,172,308,355,247,183,247,1.5546558704453441,347,249
MR0337,2,5,5,0,17074,0.11579047309027778,69,59,317,361,248,302,302,1.271523178807947,348,384
MR0338,4,3,5,0,21685,0.1470608181423611,48,52,261,359,213,307,307,1.250814332247557,299,384
MR0339,4,3,4,0,17065,0.11572943793402778,102,154,336,360,234,206,234,1.641025641025641,328,272
MR0340,4,4,6,0,16116,0.10929361979166667,64,98,314,357,250,259,259,1.4826254826254825,350,338
MR0327,1,1,3,0,12614,0.0855441623263889,75,180,315,358,240,178,240,1.6,336,240
MR1000,3,2,9,0,31405,0.2129787868923611,51,41,306,349,255,308,308,1.2467532467532467,357,384
